Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
12/09/2023,"6 OCAROLAN RD, THE TENTERS, DUBLIN 8",Dublin,D08W6W4,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2023,"BALLYLUSKY, MULLINAVAT, CO. KILKENNY",Kilkenny,X91Y602,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2023,"8 MARYMOUNT, SLIGO",Sligo,F91DDW3,"€70,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/05/2023,"79 bregawn, wallers lot, cashel",Tipperary,,"€264,316.00",No,Yes,New Dwelling house /Apartment,
26/04/2023,"APT 2A, 5 SMITHGROVE TERRACE, MIDDLE GLANMIRE RD",Cork,T23C796,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2023,"CANOPY STREET, CASHEL, CO TIPPERARY",Tipperary,E25XR71,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2023,"40 Sanderling, Barnageeragh Cove, Skerries",Dublin,,"€365,638.77",No,Yes,New Dwelling house /Apartment,
03/02/2023,"16 GRACEPARK MEADOWS, DRUMCONDRA, DUBLIN 9",Dublin,D09E0W6,"€112,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/02/2023,"47 WOODLAWN PARK, BORRIS, CO. CARLOW",Carlow,R95E0F3,"€78,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/02/2023,"37 COOLGREENA ROAD, BEAUMOUNT, DUBLIN 9",Dublin,D09XY60,"€403,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2023,"7 RECTORY GROVE, DUNCORMICK, WEXFORD",Wexford,Y35HY23,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2023,"45 BALLSBRIDGE GARDENS, BALLSBRIDGE, DUBLIN",Dublin,D04W257,"€414,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/04/2023,"39A KINCORA AVENUE, CLONTARF, DUBLIN 3",Dublin,D03F9Y9,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2023,"22 DRYNAM RISE, KETTLESLANE, KINSEALY",Dublin,K67FN12,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2023,"60 CASTLEVIEW, HEADFORD, GALWAY",Galway,H91D7YV,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/11/2023,"9 BEAUFIELD CRESCENT, MAYNOOTH, KILDARE",Kildare,W23F2R8,"€502,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2023,"Dundrum View, Ballinteer Road, Dundrum",Dublin,,"€32,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2023,"4 NEWHALL COURT, BLESSINGTON RD, TALLAGHT",Dublin,D24E86T,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2023,"5 BARROW HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin,D01XY22,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2023,"LOWER TOOMALINE, DOON, LIMERICK",Limerick,V94P3FD,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2023,"CORTOWN, KELLS, MEATH",Meath,A82A2Y6,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2023,"APARTMENT 6 THE POPLARS, DUNSTAFFNAGE HALL, ST. BRIGID'S CHURCH ROAD",Dublin,A94A621,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2023,"72 Castle Way, Cherrywood",Dublin,,"€352,422.91",No,Yes,New Dwelling house /Apartment,
30/11/2023,"BALGATHERAN, HILL OF RATH, DROGHEDA",Louth,A92P5V2,"€572,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2023,"5 ROSE LAWN, ROSE HILL, KILKENNY",Kilkenny,R95N2X5,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2023,"100 CEDAR WALK, CASTLEOAKS, CARLOW",Carlow,,"€320,000.00",No,Yes,New Dwelling house /Apartment,
12/12/2023,"TOGHER MOORE, TOGHER, TUAM",Galway,H54WN47,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2023,"APARTMENT 1 CARRIGH LEA, CHURCH LANE, BAILIEBOROUGH",Cavan,A82WK79,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2023,"45 CRENAGH HILL, KERRY PIKE",Cork,,"€312,775.33",No,Yes,New Dwelling house /Apartment,
17/07/2023,"5 DUN EMER GREEN, LUSK, DUBLIN",Dublin,K45YP57,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2023,"APT 43, CHRISTCHURCH PLACE, DUBLIN 2",Dublin,D08XDA2,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2023,"27 MULLAUNMORE, BALLON, CARLOW",Carlow,R93DK52,"€225,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"KILDRENAGH, BAGENALSTOWN, CARLOW",Carlow,R21C863,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2023,"88 CEDAR BROOK AVE, CHERRY ORCHARD, BALLYFERMOT DUBLIN 10",Dublin,D10VV41,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2023,"194 THE ISLAND, CHAPELIZOD, DUBLIN 20",Dublin,D20Y017,"€330,750.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2023,"SROOVE, MONASTERADEN, CO SLIGO",Sligo,F45PD61,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2023,"6 Garrai Glas Lane, Ballydavid South, Athenry",Galway,H65AW28,"€321,585.90",No,Yes,New Dwelling house /Apartment,
11/05/2023,"31 JOHNS GATE, BARRACK ST, KILKENNY",Kilkenny,R95AH67,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2023,"MAIN STREET, KILMESSAN, MEATH",Meath,C15PX49,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2023,"23 RIVER VIEW, MAIN ST, BALLINASLOE",Galway,H53D322,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2023,"CARRAGARRIFF, TIBOHINE, CASTLEREA",Roscommon,F45EH39,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2023,"10 CASTLE COURT, BIRR, OFFALY",Offaly,R42R267,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2023,"17 TWICKENHAM, BALLYCUMBER, CO OFFALY",Offaly,R35Y320,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2023,"CORLOUGH, FOXFIELD, CARRICK ON SHANNON",Leitrim,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2023,"TEACH PIO, KNOCKNADIHA, TOURNAFULLA",Limerick,V42XE64,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2023,"HAMELIN, BEAUMONT DR, BALLINTEMPLE",Cork,T12DE2Y,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2023,"8 DUN OIR AVENUE, DUN OIR, GLENAMUCK ROAD",Dublin,,"€537,445.00",No,Yes,New Dwelling house /Apartment,
10/07/2023,"KILHILE, BALLYHACK, CO WEXFORD",Wexford,,"€65,050.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/08/2023,"111 APPLEWOOD HEIGHTS, GREYSTONES, WICKLOW",Wicklow,A63XP78,"€711,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2023,"32 THE WATERSEDGE, OLDTOWN DEMESNE, NAAS",Kildare,W91PF63,"€293,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2023,"18 GLANMIRE PARK, GLANMIRE COURT, GLANMIRE",Cork,T45YX00,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2023,"11 OCEAN VIEW, SANDHILL RD, BALLYHEIGUE",Kerry,V92K166,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2023,"109  STONELEIGH, CRADDOCKSTOWN, NAAS",Kildare,W91V9Y6,"€562,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2023,"11 MELEDON GREEN, FARMLEIGH, DUNMORE RD",Waterford,X91WF8Y,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/02/2023,"2 Oak Grove, Bunclody Woods, Bunclody",Wexford,,"€392,070.00",No,Yes,New Dwelling house /Apartment,
11/01/2023,"4 FAIRVIEW CRESCENT, KILLYGOAN, MONAGHAN",Monaghan,H18YV27,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2023,"APT 409, SHAMROCK PLAZA, TULLOW ST",Carlow,R93NR76,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2023,"APT 4, 48 GARDINER ST UPPER, DUBLIN",Dublin,D01X4E0,"€185,714.28",No,No,Second-Hand Dwelling house /Apartment,
12/12/2023,"36 TOWERHILL BORRISOKANE, BORRISOKANE, TIPPERARY",Tipperary,E45E045,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2023,"16 BAYVIEW COURT, KILLINEY HILL RD, KILLINEY",Dublin,A96NT28,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2023,"BALLINLOUGH, CASTLEREA, ROSCOMMON",Roscommon,F45EY92,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2023,"36 SANDYLANE, RICHMONDS ST, LONGFORD",Longford,N39H329,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2023,"WAYSIDE, BARRINGTONS AVE, BALLINTEMPLE",Cork,T12K7H2,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2023,"61 ENNAFORT PARK, RAHENY, DUBLIN 5",Dublin,D05N253,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2023,"SCALP, CASTLEDALY, GALWAY",Galway,H91VX3N,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2023,"SLIEBH NA CARRAIGE, BALLYNALACKON, CLOGHANE",Kerry,V92RF84,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2023,"UPPER BUNAMAN, ANNAGRY, COUNTY DONEGAL",Donegal,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2023,"1A The Avenue, Moydervy Manor, Longwood",Meath,,"€330,396.00",No,Yes,New Dwelling house /Apartment,
20/09/2023,"2 GLEN HALL APTS, THOMAS DAVIS ST, BLACKPOOL",Cork,T23DD50,"€203,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2023,"98 REENROUR EAST, BANTRY, CORK",Cork,P75Y260,"€217,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
27/03/2023,"113 CASTLE MANOR, BALLYMAKENNY RD, DROGHEDA",Louth,A92R15W,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2023,"100 FORSTER COURT, GALWAY, GALWAY",Galway,H91XE7F,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2023,"61 GLENCULLEN, DUNTAHEEN RD, FERMOY CORK",Cork,P61VY47,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2023,"HILLVIEW, CEMETERY CROSS, PEARSE ROAD",Cork,T12X6AK,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2023,"36 GLENARM SQUARE, ST JOSEPHS AVE, DRUMCONDRA",Dublin,D09Y9C4,"€592,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2023,"10 MANOR CLOSE, MANOR VILLAGE, TRALEE",Kerry,V92VYP0,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2023,"54  An Sruthan Beag, Clogheen, Clonakilty",Cork,,"€325,990.00",No,Yes,New Dwelling house /Apartment,
14/12/2023,"SOOREENY CROSS, SIXMILEBRIDGE, CLARE",Clare,V95T6X9,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2023,"83 SUNDAY'S WELL ROAD, CORK",Cork,T23C2H9,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2023,"44 CAMERON SQ, RIALTO, DUBLIN 8",Dublin,D08F96X,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2023,"21 TULLYGLASS COURT, SHANNON, CLARE",Clare,V14F838,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2023,"8  UPTON MEADOW, KILMUCKRIDGE  GOREY",Wexford,Y25P9Y3,"€246,696.00",No,Yes,New Dwelling house /Apartment,
03/10/2023,"111 THE ELM, CHARLEVILLE SQ, RATHFARNHAM DUBLIN 14",Dublin,D14W970,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2023,"EIGHTERRARD, OUGHTERRARD, GALWAY",Galway,H91H6RV,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2023,"41 Parklands Boulevard, Citywest",Dublin,,"€427,312.00",No,Yes,New Dwelling house /Apartment,
03/04/2023,"20 CARRIG GLEN, BLESSINGTON, WICKLOW",Wicklow,W91R2K4,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2023,"405 RICHMOND COURT, MOUNT KENNETH, LIMERICK",Limerick,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2023,"21 Coolbawn Meadows, Castleconnell",Limerick,,"€308,370.04",No,Yes,New Dwelling house /Apartment,
08/12/2023,"21 Swanbrook Place, Swanbrook, Navan",Meath,,"€237,883.70",No,Yes,New Dwelling house /Apartment,
23/02/2023,"CARHOO, KILDORRERY, CO CORK",Cork,P67KC91,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2023,"100 WATSON DR, KILLINEY, DUBLIN",Dublin,A96X9W6,"€665,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2023,"22 THE DRIVE, SEATOWN PARK, SWORDS",Dublin,K67VH79,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2023,"41 RIVERDALE GREEN, CLONDALKIN, DUBLIN 22",Dublin,D22VW71,"€234,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/12/2023,"28 Dromkeen View, Church Hill, Innishannon",Cork,,"€383,259.00",No,Yes,New Dwelling house /Apartment,
09/01/2023,"58 SHEEPHILL AVE, BLANCHARDSTOWN, DUBLIN 15",Dublin,D15X98K,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2023,"16 LIFFEY WALK, NORTH LOTTS, DUBLIN 1",Dublin,D01XY97,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2023,"16 CASTLEWOODS, CASTLEBERNARD, BANDON",Cork,P72VX49,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2023,"19 BREGA HAMLET LANE, BALBRIGGAN, DUBLIN",Dublin,K32YC86,"€248,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2023,"32 Beresford Drive, Donabate",Dublin,,"€405,286.00",No,Yes,New Dwelling house /Apartment,
22/11/2023,"5 HALCYON PLACE, THE PARK, CASTLETROY",Limerick,V94WF2C,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2023,"50 Hamilton Avenue, Balbriggan, Co. Dublin",Dublin,K32PC86,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2023,"94 Gleann Na Mona, Knocknacarra",Galway,,"€272,475.00",No,Yes,New Dwelling house /Apartment,
10/08/2023,"95 BRU NA HABHAINN, BLACKCASTLE DEMESNE, MEATH",Meath,C15P89X,"€257,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2023,"WOODFORD HOUSE, ALDERWOOD RD, TRALEE",Kerry,V92F3FH,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2023,"10 Baylough, Athlone",Westmeath,,"€300,483.00",Yes,Yes,New Dwelling house /Apartment,
06/12/2023,"52 OWENTARGLEN, RIVER VALLEY, MALLOW",Cork,P51A2FY,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2023,"6 FAIRACRE, SWORDS ROAD, MALAHIDE",Dublin,K36D231,"€1,025,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2023,"67 NEWTOWN WOOD, Termonfeckin Road, Drogheda",Louth,,"€334,802.00",No,Yes,New Dwelling house /Apartment,
05/12/2023,"COOLFADDA HOUSE, DOUGLAS RD, CORK CITY",Cork,T12TP90,"€975,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2023,"3 Brigid's Path, Kill, Co. Kildare",Kildare,,"€348,017.61",No,Yes,New Dwelling house /Apartment,
24/08/2023,"34 LEAS NA CREIGE, OUGHTERARS, GALWAY",Galway,H91F9FE,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2023,"43 THE ARCHES, GAS HOUSE LANE, KILKENNY",Kilkenny,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2023,"DEERPARK, KILKENNY",Kilkenny,R95YT66,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2023,"14 BOTANIC HALL, ADDISON PARK, GLASNEVIN DUBLIN 11",Dublin,D11TW83,"€278,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2023,"47 Castle Way, Cherrywood",Dublin,,"€387,665.20",No,Yes,New Dwelling house /Apartment,
17/05/2023,"45 CILL O SEIGHIN, KILMAINE ROAD, BALLINROBE",Mayo,F31AV67,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2023,"35 Barn Elms, Upper Churchtown Road, Churchtown",Dublin,,"€339,207.05",No,Yes,New Dwelling house /Apartment,
05/09/2023,"7 MENEVAL GREEN, FARMLEIGH, DUNMORE RD",Waterford,X91PY5D,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2023,"19 AILESBURY PARK, DUBLIN 4, DUBLIN",Dublin,D04V6H2,"€1,425,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2023,"33 PROSPERITY SQ, BARRACK ST, CORK",Cork,T12Y11H,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2023,"APT 11 THE LOCKS, CHARLOTTE QUAY DECK, PEARSE ST DUBLIN 4",Dublin,D04TA48,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2023,"33 ST CORBAN'S PLACE, NAAS, CO KILDARE",Kildare,W91W18E,"€125,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/12/2023,"11 DROMARD CLOSE, CLONMEL, TIPPERARY",Tipperary,E91K2A0,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2023,"5 FOYLE VIEW POINT, QUIGLEYS POINT, CO DONEGAL",Donegal,F93HF59,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2023,"22 PHIBSBOROUGH RD, PHIBSBOROUGH, DUBLIN 7",Dublin,D07A38A,"€295,714.26",No,No,Second-Hand Dwelling house /Apartment,
30/05/2023,"32 OFFALY RD, CABRA EAST, DUBLIN CITY",Dublin,D07VA46,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"THE OLD SCHOOLHOUSE, LEENANE, GALWAY",Galway,H91N1KP,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2023,"11 AL UISCE, MILEHOUSE RD, ENNISCORTHY",Wexford,Y21R8X0,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2023,"101 KILBARRY PLACE, FARRANREE, CORK",Cork,T23K0F9,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/03/2023,"15 LUTTRELSTOWN COURT, CASTLEKNOCK, DUBLIN 15",Dublin,D15E6F9,"€772,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2023,"19 FAIRYHOUSE LODGE, RATOATH, MEATH",Meath,A85RY63,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2023,"CORLOUGH, DRUMSHAMBO, CO LEITRIM",Leitrim,N41H968,"€685,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2023,"Correnagh, Letterkenny",Donegal,,"€440,528.63",No,Yes,New Dwelling house /Apartment,
31/10/2023,"89 BEECHWOOD PARK, BALLINLOUGH RD, CORK",Cork,T12T9K4,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2023,"13 GLENTAUN CLOSE, CREAGH, BALLINASLOE",Galway,H53R996,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2023,"VISTA ORO, LODGES LANE, TRAMORE",Waterford,X91K6D2,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2023,"14 BOTHAR BUILDING, BALLYCONNELL, CAVAN",Cavan,H14CH92,"€94,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2023,"64 COLLEGEFORT, CASTLEKNOCK, DUBLIN 15",Dublin,D15P668,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2023,"6 Harpur Green, Harpur Lane, Leixlip",Kildare,,"€361,233.47",No,Yes,New Dwelling house /Apartment,
24/10/2023,"KILLININNY COTTAGES, FIRHOUSE RD, TALLAGHT DUBLIN 24",Dublin,D24KDX3,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2023,"60  SILKEN PARK AVENUE, OLD NAAS ROAD, KINGSWOOD",Dublin,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2023,"ARDSALLAGH, CROOKHAVEN, CO CORK",Cork,P81TF24,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2023,"DRUMBOE LOWER, STRANORLAR, LIFFORD",Donegal,F93W260,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2023,"MAXBOLEY DUNCORMICK, DUNCORMICK, WEXFORD",Wexford,Y35H2C0,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2023,"9 CLUAINBROC OLD GALWAY RD, OLD GALWAY RD, MONKSLAND ATHLONE",Roscommon,N37RR99,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2023,"22 EMENSON COURT, PROSPEROUS NAAS, KILDARE",Kildare,W91EV27,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2023,"28 The Crescent, Castlebrook Manor, Castletroy",Limerick,,"€317,181.00",No,Yes,New Dwelling house /Apartment,
21/04/2023,"45 ARD GRAINNE, MOATE, WESTMEATH",Westmeath,N37Y335,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2023,"150 ARD NA MARA, MALAHIDE, DUBLIN",Dublin,K36VE09,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2023,"ROCHESTOWN, DUNCORMICK, CO WEXFORD",Wexford,Y35HR84,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2023,"21 TOWN HEIGHTS, BUTTEVANT, CORK",Cork,P51D5H2,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2023,"2 CUALANOR AVENUE, CUALANOR, UPPER GLENAGEARY ROAD",Dublin,A96RX6N,"€1,150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2023,"PIER RD, RATHMULLAN, DONEGAL",Donegal,F92X5R6,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2023,"1 WATERMILL SQUARE, MAIN STREET, MONASTEREVIN",Kildare,W34E300,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2023,"18 CHESTNUT CLOSE, VIEWMOUNT, WATERFORD",Waterford,X91A3AX,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2023,"BALLYREASK, DONARD, WICKLOW",Wicklow,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2023,"59 AISLING, SHANAWAY RD, ENNIS",Clare,V95E0VX,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2023,"APT49 CHURCHWELL DRIVE, BELMAYNE, DUBLIN 13",Dublin,D13A580,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2023,"22 TYMONVILLE LAWNS, TALLAGHT, DUBLIN 24",Dublin,D24N7Y5,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2023,"58 DOWTH AVE, CABRA, DUBLIN 7",Dublin,D07H9F2,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2023,"29 CHURCHWELL SQ, BELMAYNE, BALGRIFFIN DUBLIN 13",Dublin,D13XK25,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2023,"FOLKSTOWN, LITTLE, BALBRIGGAN",Dublin,K32NX84,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2023,"6 KENNINGTON RD, TEMPLEOGUE, DUBLIN 6W",Dublin,D6WT202,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2023,"TURLOUGH RD, CASTLEBAR, MAYO",Mayo,F23WK79,"€33,138.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2023,"SORBUS, CLAREMOUNT, CLARECASLTE",Clare,V95Y3EX,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2023,"Units 84-92 107-109 112-113 147-153, Farranshock Park, Rathgowan",Westmeath,,"€5,630,837.00",No,Yes,New Dwelling house /Apartment,
19/12/2023,"88 RAFTERS RD, DRIMNAGH, DUBLIN 12",Dublin,D12NP46,"€381,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2023,"21 LAKESIDE VIEW, MOUNTSHANNON, COUNTY CLARE",Clare,V94P6PD,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2023,"94 Meadowgate, Marlton Road, Wicklow Town",Wicklow,,"€308,369.00",No,Yes,New Dwelling house /Apartment,
21/08/2023,"34 HAWTHORN LAWN, CASTLEKNOCK, DUBLIN 15",Dublin,D15YYR3,"€1,270,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2023,"18 WYNNE'S TERRACE, DUNDALK, CO LOUTH",Louth,A91F3A4,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2023,"3 BEECHFIELD HEIGHTS, CLONEE, DUBLIN 15",Dublin,D15H3K1,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2023,"4 HOTEL STREET, TINNAHINCH, COUNTY CARLOW",Carlow,R95HF43,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2023,"19 TEELING GROVE, TUBBERCURRY, SLIGO",Sligo,F91K4W2,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2023,"8 Stonebridge Wood, Shankill, Dublin 18",Dublin,,"€374,449.33",No,Yes,New Dwelling house /Apartment,
23/06/2023,"GURRAUNE, GREGGS, ROSCOMMON",Roscommon,F42W735,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2023,"LOUGHBOWN, BALLINASLOE, GALWAY",Galway,H53DC53,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2023,"49 Rahenny Park, Lusk, Co. Dublin",Dublin,,"€365,638.00",No,Yes,New Dwelling house /Apartment,
05/04/2023,"APT 403, THE EDGES 2 BLOCK 2, BEACON SOUTH QUATER DUBLIN 18",Dublin,D18F7P1,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2023,"LEASIDE, NEWRATH, COUNTY KILKENNY",Kilkenny,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
